100,4224.000000
200,7972.000000
300,16478.000000
400,28656.000000
500,45632.000000
600,64516.000000
700,92194.000000
800,125664.000000
900,173140.000000
1000,217790.000000
1100,264792.000000
1200,329518.000000
1300,376948.000000
1400,448978.000000
1500,499524.000000
1600,622534.000000
1700,690186.000000
1800,829366.000000
1900,946648.000000
2000,1026720.000000
2100,1180232.000000
2200,1322830.000000
2300,1466410.000000
2400,1605664.000000
2500,1788812.000000
2600,1950790.000000
2700,2116830.000000
2800,2317130.000000
2900,2470174.000000
3000,2708232.000000
3100,2875756.000000
3200,3044394.000000
3300,3398790.000000
3400,3560108.000000
3500,3801918.000000
3600,3990792.000000
3700,4345614.000000
3800,4509068.000000
3900,4808782.000000
4000,5056654.000000
4100,5481704.000000
4200,5769150.000000
4300,6126430.000000
4400,6444858.000000
4500,12466612.000000
4600,12828758.000000
4700,7240576.000000
4800,8019960.000000
4900,8092584.000000
5000,8380162.000000
5100,8697682.000000
5200,9034976.000000
5300,17426642.000000
5400,18833652.000000
5500,18052652.000000
5600,19097798.000000
5700,20311862.000000
5800,11794374.000000
5900,11803658.000000
6000,12370540.000000
6100,12939524.000000
6200,13714840.000000
6300,13354378.000000
6400,14249744.000000
6500,14304122.000000
6600,15302676.000000
6700,15670830.000000
6800,16364302.000000
6900,17139070.000000
7000,16635918.000000
7100,17874574.000000
7200,19105276.000000
7300,18487902.000000
7400,19731292.000000
7500,36190270.000000
7600,20519502.000000
7700,21458224.000000
7800,21796004.000000
7900,22554794.000000
8000,22580300.000000
8100,23617788.000000
8200,23706690.000000
8300,25587990.000000
8400,26362336.000000
8500,25518128.000000
8600,27301098.000000
8700,26941434.000000
8800,29162056.000000
8900,28064878.000000
9000,30313450.000000
9100,30158190.000000
9200,31766462.000000
9300,30930702.000000
9400,33023024.000000
9500,32801638.000000
9600,33268428.000000
9700,36154036.000000
9800,35490992.000000
9900,35850312.000000
