1000,67730.000000
1100,58892.000000
1200,65516.000000
1300,74948.000000
1400,83816.000000
1500,95340.000000
1600,103946.000000
1700,114252.000000
1800,126018.000000
1900,140952.000000
2000,154820.000000
2100,111886.000000
2200,117142.000000
2300,125988.000000
2400,132736.000000
2500,140932.000000
2600,150824.000000
2700,165140.000000
2800,179034.000000
2900,199898.000000
3000,189514.000000
3100,198300.000000
3200,209974.000000
3300,217740.000000
3400,228938.000000
3500,244836.000000
3600,258818.000000
3700,267436.000000
3800,288952.000000
3900,305268.000000
4000,299806.000000
4100,236436.000000
4200,243682.000000
4300,251520.000000
4400,265126.000000
4500,270020.000000
4600,279882.000000
4700,288324.000000
4800,299384.000000
4900,310820.000000
