1000,81012.000000
1100,92896.000000
1200,109794.000000
1300,101780.000000
1400,118298.000000
1500,132448.000000
1600,144368.000000
1700,151980.000000
1800,162194.000000
1900,182918.000000
2000,195836.000000
2100,192446.000000
2200,218800.000000
2300,231938.000000
2400,294426.000000
2500,251968.000000
2600,246900.000000
2700,241148.000000
2800,267410.000000
2900,499008.000000
3000,287820.000000
3100,357218.000000
3200,319478.000000
3300,333160.000000
3400,346180.000000
3500,338242.000000
3600,378632.000000
3700,393266.000000
3800,407958.000000
3900,420616.000000
4000,392844.000000
4100,456670.000000
4200,476510.000000
4300,512864.000000
4400,515356.000000
4500,507238.000000
4600,491358.000000
4700,570584.000000
4800,570814.000000
4900,489404.000000
