1000,321042.000000
1100,424612.000000
1200,257550.000000
1300,334406.000000
1400,357184.000000
1500,395026.000000
1600,458402.000000
1700,511078.000000
1800,598264.000000
1900,647658.000000
2000,701216.000000
2100,411324.000000
2200,500650.000000
2300,513654.000000
2400,567938.000000
2500,559094.000000
2600,594316.000000
2700,667560.000000
2800,758576.000000
2900,819738.000000
3000,840006.000000
3100,875406.000000
3200,930918.000000
3300,994500.000000
3400,1061808.000000
3500,1115674.000000
3600,1174754.000000
3700,1166234.000000
3800,1224756.000000
3900,1339496.000000
4000,1322478.000000
4100,839076.000000
4200,877302.000000
4300,947018.000000
4400,969424.000000
4500,1025608.000000
4600,1096824.000000
4700,1129104.000000
4800,1120518.000000
4900,1165264.000000
