100,1188.000000
200,2330.000000
300,3498.000000
400,4394.000000
500,5536.000000
600,7418.000000
700,7860.000000
800,10106.000000
900,11994.000000
1000,11408.000000
1100,12500.000000
1200,15096.000000
1300,14268.000000
1400,16100.000000
1500,17346.000000
1600,14674.000000
1700,22378.000000
1800,21734.000000
1900,22328.000000
2000,23236.000000
2100,23682.000000
2200,24966.000000
2300,32890.000000
2400,33396.000000
2500,29822.000000
2600,31806.000000
2700,33556.000000
2800,33162.000000
2900,33442.000000
3000,70040.000000
3100,35112.000000
3200,36840.000000
3300,37954.000000
3400,39484.000000
3500,79196.000000
3600,41606.000000
3700,33774.000000
3800,48434.000000
3900,47590.000000
4000,53296.000000
4100,48094.000000
4200,49416.000000
4300,49812.000000
4400,51346.000000
4500,44512.000000
4600,42064.000000
4700,54470.000000
4800,57218.000000
4900,93476.000000
5000,58038.000000
5100,58008.000000
5200,59502.000000
5300,57602.000000
5400,63976.000000
5500,64266.000000
5600,66204.000000
5700,70088.000000
5800,66604.000000
5900,68602.000000
6000,69336.000000
6100,70440.000000
6200,71826.000000
6300,102060.000000
6400,59058.000000
6500,74426.000000
6600,95994.000000
6700,77210.000000
6800,78618.000000
6900,79176.000000
7000,82152.000000
7100,81788.000000
7200,74994.000000
7300,88782.000000
7400,87754.000000
7500,87350.000000
7600,89688.000000
7700,89314.000000
7800,94178.000000
7900,97140.000000
8000,93928.000000
8100,94826.000000
8200,84924.000000
8300,95864.000000
8400,100864.000000
8500,100898.000000
8600,98532.000000
8700,101538.000000
8800,105844.000000
8900,102866.000000
9000,104354.000000
9100,114220.000000
9200,111762.000000
9300,109960.000000
9400,108734.000000
9500,111250.000000
9600,111154.000000
9700,113842.000000
9800,87994.000000
9900,114800.000000
